"","year","State_Acronym","SVRNCTAX","state","sales","year_effective","post_eff","rel_year","population","Sev_cap","Sev_log","switch","state_rank","early_switch"
"1071",1977,"MD",NA,"Maryland",33.34,2018,0,-41,4169.595,0,0,1,1071,1
"1072",1978,"KY",128160,"Kentucky",33.34,2018,0,-40,3609.976,35.5016210634087,11.7610347623022,1,1072,1
"1073",1978,"MD",NA,"Maryland",33.34,2018,0,-40,4183.603,0,0,1,1073,1
"1074",1979,"KY",154017,"Kentucky",33.34,2018,0,-39,3641.804,42.2914028322227,11.9448182649137,1,1074,1
"1075",1979,"MD",NA,"Maryland",33.34,2018,0,-39,4191.16,0,0,1,1075,1
"1076",1980,"KY",177244,"Kentucky",33.34,2018,0,-38,3664.221,48.3715365421463,12.0852825933278,1,1076,1
"1077",1980,"MD",NA,"Maryland",33.34,2018,0,-38,4227.643,0,0,1,1077,1
"1078",1981,"KY",194441,"Kentucky",33.34,2018,0,-37,3670.394,52.9755116208233,12.1778840541209,1,1078,1
"1079",1981,"MD",NA,"Maryland",33.34,2018,0,-37,4261.905,0,0,1,1079,1
"1080",1982,"KY",256838,"Kentucky",33.34,2018,0,-36,3683.445,69.7276598401768,12.4562008149286,1,1080,1
"1081",1982,"MD",NA,"Maryland",33.34,2018,0,-36,4282.923,0,0,1,1081,1
"1082",1983,"KY",221445,"Kentucky",33.34,2018,0,-35,3694.484,59.9393582432621,12.3079295306363,1,1082,1
"1083",1983,"MD",NA,"Maryland",33.34,2018,0,-35,4313.327,0,0,1,1083,1
"1084",1984,"KY",210704,"Kentucky",33.34,2018,0,-34,3695.453,57.0170964155139,12.25820958395,1,1084,1
"1085",1984,"MD",NA,"Maryland",33.34,2018,0,-34,4365.243,0,0,1,1085,1
"1086",1985,"KY",227995,"Kentucky",33.34,2018,0,-33,3694.826,61.7065593887236,12.3370789778716,1,1086,1
"1087",1985,"MD",NA,"Maryland",33.34,2018,0,-33,4413.071,0,0,1,1087,1
"1088",1986,"KY",229296,"Kentucky",50,2018,0,-32,3687.809,62.1767559003191,12.3427690242979,1,1088,1
"1089",1986,"MD",NA,"Maryland",33.34,2018,0,-32,4486.957,0,0,1,1089,1
"1090",1987,"KY",203142,"Kentucky",50,2018,0,-31,3683.329,55.1517390925437,12.2216605208718,1,1090,1
"1091",1987,"MD",NA,"Maryland",33.34,2018,0,-31,4565.557,0,0,1,1091,1
"1092",1988,"KY",210046,"Kentucky",50,2018,0,-30,3679.999,57.0777329015579,12.2550818333312,1,1092,1
"1093",1988,"MD",NA,"Maryland",33.34,2018,0,-30,4657.904,0,0,1,1093,1
"1094",1989,"KY",195065,"Kentucky",50,2018,0,-29,3677.306,53.0456263362364,12.181088115336,1,1094,1
"1095",1989,"MD",NA,"Maryland",33.34,2018,0,-29,4727.301,0,0,1,1095,1
"1096",1990,"KY",213893,"Kentucky",50,2018,0,-28,3692.584,57.9250194443783,12.2732311689623,1,1096,1
"1097",1990,"MD",NA,"Maryland",33.34,2018,0,-28,4797.431,0,0,1,1097,1
"1098",1991,"KY",212596,"Kentucky",50,2018,0,-27,3714.686,57.2312168511686,12.2671489300375,1,1098,1
"1099",1991,"MD",NA,"Maryland",33.34,2018,0,-27,4856.176,0,0,1,1099,1
"1100",1992,"KY",203329,"Kentucky",50,2018,0,-26,3756.358,54.1292922559564,12.2225806357789,1,1100,1
"1101",1992,"MD",NA,"Maryland",50,2018,0,-26,4902.545,0,0,1,1101,1
"1102",1993,"KY",199995,"Kentucky",50,2018,0,-25,3792.288,52.7372921043971,12.2060476452177,1,1102,1
"1103",1993,"MD",NA,"Maryland",50,2018,0,-25,4942.504,0,0,1,1103,1
"1104",1994,"KY",199261,"Kentucky",50,2018,0,-24,3823.215,52.1187011455019,12.202370802155,1,1104,1
"1105",1994,"MD",NA,"Maryland",50,2018,0,-24,4985.411,0,0,1,1105,1
"1106",1995,"KY",196686,"Kentucky",50,2018,0,-23,3855.248,51.0177295987184,12.1893638274669,1,1106,1
"1107",1995,"MD",NA,"Maryland",50,2018,0,-23,5023.65,0,0,1,1107,1
"1108",1996,"KY",186125,"Kentucky",50,2018,0,-22,3881.051,47.9573703102587,12.1341737699863,1,1108,1
"1109",1996,"MD",NA,"Maryland",50,2018,0,-22,5057.142,0,0,1,1109,1
"1110",1997,"KY",186642,"Kentucky",50,2018,0,-21,3907.816,47.7612047240709,12.1369476224544,1,1110,1
"1111",1997,"MD",NA,"Maryland",50,2018,0,-21,5092.914,0,0,1,1111,1
"1112",1998,"KY",186058,"Kentucky",50,2018,0,-20,3934.31,47.2911387257232,12.1338137320441,1,1112,1
"1113",1998,"MD",NA,"Maryland",50,2018,0,-20,5130.072,0,0,1,1113,1
"1114",1999,"KY",174778,"Kentucky",50,2018,0,-19,3960.825,44.1266655305397,12.0712718761592,1,1114,1
"1115",1999,"MD",NA,"Maryland",50,2018,0,-19,5171.634,0,0,1,1115,1
"1116",2000,"KY",170476,"Kentucky",50,2018,0,-18,4049.021,42.1030170008997,12.0463498033344,1,1116,1
"1117",2000,"MD",NA,"Maryland",50,2018,0,-18,5311.034,0,0,1,1117,1
"1118",2001,"KY",174995,"Kentucky",50,2018,0,-17,4068.132,43.0160574927264,12.0725126810689,1,1118,1
"1119",2001,"MD",NA,"Maryland",50,2018,0,-17,5374.691,0,0,1,1119,1
"1120",2002,"KY",187416,"Kentucky",50,2018,0,-16,4089.875,45.8243833858003,12.1410860240106,1,1120,1
"1121",2002,"MD",NA,"Maryland",50,2018,0,-16,5440.389,0,0,1,1121,1
"1122",2003,"KY",172202,"Kentucky",50,2018,0,-15,4117.17,41.8253314776898,12.0564234853102,1,1122,1
"1123",2003,"MD",NA,"Maryland",50,2018,0,-15,5496.269,0,0,1,1123,1
"1124",2004,"KY",187109,"Kentucky",50,2018,0,-14,4146.101,45.1289054463459,12.1394466137242,1,1124,1
"1125",2004,"MD",NA,"Maryland",50,2018,0,-14,5546.935,0,0,1,1125,1
"1126",2005,"KY",228848,"Kentucky",50,2018,0,-13,4182.742,54.7124350485877,12.3408133066947,1,1126,1
"1127",2005,"MD",NA,"Maryland",50,2018,0,-13,5592.379,0,0,1,1127,1
"1128",2006,"KY",281581,"Kentucky",50,2018,0,-12,4219.239,66.7373903208612,12.5481754293988,1,1128,1
"1129",2006,"MD",NA,"Maryland",50,2018,0,-12,5627.367,0,0,1,1129,1
"1130",2007,"KY",275313,"Kentucky",50,2018,0,-11,4256.672,64.6779925726013,12.525663911229,1,1130,1
"1131",2007,"MD",NA,"Maryland",50,2018,0,-11,5653.408,0,0,1,1131,1
"1132",2008,"KY",293334,"Kentucky",50,2018,0,-10,4289.878,68.3781683301949,12.589067170511,1,1132,1
"1133",2008,"MD",NA,"Maryland",50,2018,0,-10,5684.965,0,0,1,1133,1
"1134",2009,"KY",355985,"Kentucky",50,2018,0,-9,4317.074,82.459786420154,12.782643874115,1,1134,1
"1135",2009,"MD",NA,"Maryland",50,2018,0,-9,5730.388,0,0,1,1135,1
"1136",2010,"KY",317146,"Kentucky",50,2018,0,-8,4348.464,72.9328792879509,12.667117514654,1,1136,1
"1137",2010,"MD",NA,"Maryland",50,2018,0,-8,5788.784,0,0,1,1137,1
"1138",2011,"KY",342320,"Kentucky",50,2018,0,-7,4370.817,78.3194537771771,12.7435012510907,1,1138,1
"1139",2011,"MD",NA,"Maryland",50,2018,0,-7,5840.241,0,0,1,1139,1
"1140",2012,"KY",346050,"Kentucky",50,2018,0,-6,4387.865,78.8652340033251,12.75433855227,1,1140,1
"1141",2012,"MD",NA,"Maryland",50,2018,0,-6,5888.375,0,0,1,1141,1
"1142",2013,"KY",269786,"Kentucky",50,2018,0,-5,4406.906,61.2189141315925,12.5053843311203,1,1142,1
"1143",2013,"MD",NA,"Maryland",50,2018,0,-5,5925.197,0,0,1,1143,1
"1144",2014,"KY",241989,"Kentucky",50,2018,0,-4,4416.992,54.7859267121154,12.3966475495603,1,1144,1
"1145",2014,"MD",NA,"Maryland",50,2018,0,-4,5960.064,0,0,1,1145,1
"1146",2015,"KY",220613,"Kentucky",50,2018,0,-3,4429.126,49.8096012621903,12.3041653142556,1,1146,1
"1147",2015,"MD",NA,"Maryland",50,2018,0,-3,5988.528,0,0,1,1147,1
"1148",2016,"KY",149403,"Kentucky",50,2018,0,-2,4440.306,33.6470054090867,11.9144026318005,1,1148,1
"1149",2016,"MD",NA,"Maryland",50,2018,0,-2,6007.014,0,0,1,1149,1
"1150",2017,"KY",145122,"Kentucky",50,2018,0,-1,4455.59,32.5707706499027,11.8853300469519,1,1150,1
"1151",2017,"MD",NA,"Maryland",50,2018,0,-1,6028.186,0,0,1,1151,1
"1152",2018,"KY",122972,"Kentucky",100,2018,1,0,4464.273,27.5458064504568,11.7197119661637,1,1152,1
"1153",2018,"MD",NA,"Maryland",60,2018,1,0,6042.153,0,0,1,1153,1
"1154",2019,"KY",127758,"Kentucky",100,2018,1,1,4472.345,28.5662219708006,11.7578931284145,1,1154,1
"1155",2019,"MD",NA,"Maryland",66.67,2018,1,1,6054.954,0,0,1,1155,1
"1156",2020,"KY",87325,"Kentucky",100,2018,1,2,4508.155,19.3704519920012,11.377392069675,1,1156,1
"1157",2020,"MD",NA,"Maryland",71.43,2018,1,2,6173.689,0,0,1,1157,1
"1158",2021,"KY",84446,"Kentucky",100,2018,1,3,4507.6,18.7341379004348,11.3438675558093,1,1158,1
"1159",2021,"MD",NA,"Maryland",75,2018,1,3,6175.045,0,0,1,1159,1
"1160",2022,"KY",109019,"Kentucky",100,2018,1,4,4511.563,24.1643527974673,11.5992774579473,1,1160,1
"1161",2022,"MD",NA,"Maryland",100,2018,1,4,6163.981,0,0,1,1161,1
"1162",1978,"MO",36,"Missouri",33.34,2020,0,-42,4889.399,0.0073628681152837,3.58351893845611,1,1162,0
"1163",1979,"MO",45,"Missouri",33.34,2020,0,-41,4912.43,0.0091604358738954,3.80666248977032,1,1163,0
"1164",1980,"MO",46,"Missouri",33.34,2020,0,-40,4921.966,0.00934585895148402,3.8286413964891,1,1164,0
"1165",1981,"MO",19,"Missouri",33.34,2020,0,-39,4932.064,0.00385234254867739,2.94443897916644,1,1165,0
"1166",1982,"MO",30,"Missouri",33.34,2020,0,-38,4929.451,0.00608587041437272,3.40119738166216,1,1166,0
"1167",1983,"MO",25,"Missouri",33.34,2020,0,-37,4943.733,0.00505690740175491,3.2188758248682,1,1167,0
"1168",1984,"MO",26,"Missouri",33.34,2020,0,-36,4975.278,0.00522583863655458,3.25809653802148,1,1168,0
"1169",1985,"MO",41,"Missouri",33.34,2020,0,-35,5000.268,0.00819956050355701,3.71357206670431,1,1169,0
"1170",1986,"MO",31,"Missouri",33.34,2020,0,-34,5023.068,0.00617152704283518,3.43398720448515,1,1170,0
"1171",1987,"MO",21,"Missouri",33.34,2020,0,-33,5056.696,0.00415290933051937,3.04452243772342,1,1171,0
"1172",1988,"MO",33,"Missouri",33.34,2020,0,-32,5081.736,0.00649384383604343,3.49650756146648,1,1172,0
"1173",1989,"MO",26,"Missouri",33.34,2020,0,-31,5095.83,0.00510221102352316,3.25809653802148,1,1173,0
"1174",1990,"MO",35,"Missouri",33.34,2020,0,-30,5126.37,0.00682744320054932,3.55534806148941,1,1174,0
"1175",1991,"MO",42,"Missouri",33.34,2020,0,-29,5157.77,0.00814305407181786,3.73766961828337,1,1175,0
"1176",1992,"MO",109,"Missouri",33.34,2020,0,-28,5193.686,0.0209870215488576,4.69134788222914,1,1176,0
"1177",1993,"MO",35,"Missouri",33.34,2020,0,-27,5237.757,0.00668224967290388,3.55534806148941,1,1177,0
"1178",1994,"MO",61,"Missouri",33.34,2020,0,-26,5281.206,0.0115503920884737,4.11087386417331,1,1178,0
"1179",1995,"MO",21,"Missouri",33.34,2020,0,-25,5324.61,0.00394395082456743,3.04452243772342,1,1179,0
"1180",1996,"MO",12,"Missouri",33.34,2020,0,-24,5367.888,0.00223551609124482,2.484906649788,1,1180,0
"1181",1997,"MO",114,"Missouri",33.34,2020,0,-23,5407.113,0.0210833396675823,4.7361984483945,1,1181,0
"1182",1998,"MO",81,"Missouri",33.34,2020,0,-22,5437.562,0.01489638187114,4.39444915467244,1,1182,0
"1183",1999,"MO",33,"Missouri",100,2020,0,-21,5468.338,0.0060347403543819,3.49650756146648,1,1183,0
"1184",2000,"MO",120,"Missouri",100,2020,0,-20,5607.285,0.0214007313699946,4.78749174278205,1,1184,0
"1185",2001,"MO",63,"Missouri",100,2020,0,-19,5641.142,0.0111679514538014,4.14313472639153,1,1185,0
"1186",2003,"MO",33,"Missouri",100,2020,0,-17,5709.403,0.00577993881321742,3.49650756146648,1,1186,0
"1187",2004,"MO",53,"Missouri",100,2020,0,-16,5747.741,0.00922101396009319,3.97029191355212,1,1187,0
"1188",2005,"MO",75,"Missouri",100,2020,0,-15,5790.3,0.0129526967514637,4.31748811353631,1,1188,0
"1189",2006,"MO",49,"Missouri",100,2020,0,-14,5842.704,0.00838652788161098,3.89182029811063,1,1189,0
"1190",2007,"MO",58,"Missouri",100,2020,0,-13,5887.612,0.00985119263973237,4.06044301054642,1,1190,0
"1191",2008,"MO",21,"Missouri",100,2020,0,-12,5923.916,0.00354495235921644,3.04452243772342,1,1191,0
"1192",2009,"MO",18,"Missouri",100,2020,0,-11,5961.088,0.00301958300229757,2.89037175789616,1,1192,0
"1193",2010,"MO",2,"Missouri",100,2020,0,-10,5996.089,0.000333550752832388,0.693147180559945,1,1193,0
"1194",2011,"MO",5,"Missouri",100,2020,0,-9,6011.182,0.000831783166771527,1.6094379124341,1,1194,0
"1195",2012,"MO",2,"Missouri",100,2020,0,-8,6026.027,0.000331893634064368,0.693147180559945,1,1195,0
"1196",2013,"MO",8,"Missouri",100,2020,0,-7,6042.989,0.00132384818175244,2.07944154167984,1,1196,0
"1197",2014,"MO",5,"Missouri",100,2020,0,-6,6059.13,0.000825200977698118,1.6094379124341,1,1197,0
"1198",2015,"MO",1,"Missouri",100,2020,0,-5,6075.411,0.000164597917737582,0,1,1198,0
"1199",2016,"MO",9,"Missouri",100,2020,0,-4,6091.384,0.00147749673965719,2.19722457733622,1,1199,0
"1200",2017,"MO",18,"Missouri",100,2020,0,-3,6111.382,0.00294532398727489,2.89037175789616,1,1200,0
"1201",2018,"MO",2,"Missouri",100,2020,0,-2,6125.986,0.000326478055940709,0.693147180559945,1,1201,0
"1202",2019,"MO",4,"Missouri",100,2020,0,-1,6140.475,0.000651415403531486,1.38629436111989,1,1202,0
"1203",2020,"MO",1,"Missouri",100,2020,1,0,6154.426,0.000162484689880096,0,1,1203,0
"1204",1976,"AL",11570,"Alabama",33.34,2021,0,-45,3735.139,3.09760895109928,9.35617082018772,1,1204,0
"1205",1976,"AR",8870,"Arkansas",33.34,2021,0,-45,2170.161,4.08725435578282,9.09043007530363,1,1205,0
"1206",1977,"AL",13757,"Alabama",33.34,2021,0,-44,3780.403,3.63903001875726,9.529303064461,1,1206,0
"1207",1977,"AR",10495,"Arkansas",33.34,2021,0,-44,2209.01,4.75099705297848,9.25865423225473,1,1207,0
"1208",1978,"AL",17056,"Alabama",33.34,2021,0,-43,3831.836,4.4511299544135,9.74425732696557,1,1208,0
"1209",1978,"AR",12391,"Arkansas",33.34,2021,0,-43,2243.127,5.52398504409247,9.42472568161649,1,1209,0
"1210",1979,"AL",22281,"Alabama",33.34,2021,0,-42,3866.248,5.76295157475672,10.0114895763374,1,1210,0
"1211",1979,"AR",12502,"Arkansas",33.34,2021,0,-42,2271.333,5.50425675143187,9.43364391049176,1,1211,0
"1212",1980,"AL",32410,"Alabama",33.34,2021,0,-41,3900.368,8.30947233696923,10.3862222961356,1,1212,0
"1213",1980,"AR",18051,"Arkansas",33.34,2021,0,-41,2288.738,7.88687914475139,9.80095636388846,1,1213,0
"1214",1981,"AL",60669,"Alabama",33.34,2021,0,-40,3918.531,15.4825877350466,11.0131881381897,1,1214,0
"1215",1981,"AR",26745,"Arkansas",33.34,2021,0,-40,2293.201,11.6627369340934,10.1941028189653,1,1215,0
"1216",1982,"AL",63470,"Alabama",33.34,2021,0,-39,3925.266,16.1696048114956,11.0583226323005,1,1216,0
"1217",1982,"AR",29753,"Arkansas",33.34,2021,0,-39,2294.257,12.9684686589166,10.3006852462259,1,1217,0
"1218",1983,"AL",77144,"Alabama",33.34,2021,0,-38,3934.102,19.609049282403,11.2534290841902,1,1218,0
"1219",1983,"AR",28393,"Arkansas",33.34,2021,0,-38,2305.761,12.3139388687726,10.2538979148951,1,1219,0
"1220",1984,"AL",119525,"Alabama",33.34,2021,0,-37,3951.82,30.2455577430146,11.6912808334943,1,1220,0
"1221",1984,"AR",27125,"Arkansas",33.34,2021,0,-37,2319.768,11.6929796427919,10.2082110908428,1,1221,0
"1222",1985,"AL",89634,"Alabama",33.34,2021,0,-36,3972.523,22.5634942831042,11.4034899912704,1,1222,0
"1223",1985,"AR",26019,"Arkansas",33.34,2021,0,-36,2327.046,11.1811283489884,10.1665823193526,1,1223,0
"1224",1986,"AL",75072,"Alabama",33.34,2021,0,-35,3991.569,18.8076418070187,11.2262029320131,1,1224,0
"1225",1986,"AR",22158,"Arkansas",33.34,2021,0,-35,2331.984,9.50178045818496,10.0059538840806,1,1225,0
"1226",1987,"AL",53627,"Alabama",33.34,2021,0,-34,4015.264,13.3557843270081,10.8898079515721,1,1226,0
"1227",1987,"AR",15130,"Arkansas",33.34,2021,0,-34,2342.355,6.45931124872191,9.6244348067824,1,1227,0
"1228",1988,"AL",60603,"Alabama",33.34,2021,0,-33,4023.844,15.0609715485988,11.0120996757826,1,1228,0
"1229",1988,"AR",16302,"Arkansas",33.34,2021,0,-33,2342.656,6.9587681674134,9.6990430786544,1,1229,0
"1230",1989,"AL",61734,"Alabama",33.34,2021,0,-32,4030.222,15.3177666143453,11.0305901116039,1,1230,0
"1231",1989,"AR",14490,"Arkansas",33.34,2021,0,-32,2346.358,6.17552820157879,9.58121403531473,1,1231,0
"1232",1990,"AL",59213,"Alabama",33.34,2021,0,-31,4048.508,14.6258819298369,10.9888963913593,1,1232,0
"1233",1990,"AR",15562,"Arkansas",33.34,2021,0,-31,2354.343,6.6099119796903,9.65258732417688,1,1233,0
"1234",1991,"AL",71731,"Alabama",33.34,2021,0,-30,4091.025,17.5337476549276,11.1806782901916,1,1234,0
"1235",1991,"AR",16744,"Arkansas",33.34,2021,0,-30,2370.666,7.06299411220307,9.72579526412584,1,1235,0
"1236",1992,"AL",61864,"Alabama",33.34,2021,0,-29,4139.269,14.9456341204208,11.0326937062889,1,1236,0
"1237",1992,"AR",14996,"Arkansas",33.34,2021,0,-29,2394.098,6.26373690634218,9.6155387778558,1,1237,0
"1238",1993,"AL",73167,"Alabama",33.34,2021,0,-28,4193.114,17.4493228660132,11.2004997786275,1,1238,0
"1239",1993,"AR",15166,"Arkansas",33.34,2021,0,-28,2423.743,6.25726407461517,9.62681135926088,1,1239,0
"1240",1994,"AL",70892,"Alabama",33.34,2021,0,-27,4232.965,16.7475989052591,11.168912871175,1,1240,0
"1241",1994,"AR",12922,"Arkansas",33.34,2021,0,-27,2450.605,5.27298361016973,9.46668656411811,1,1241,0
"1242",1995,"AL",63326,"Alabama",33.34,2021,0,-26,4262.731,14.8557345044761,11.0560512662967,1,1242,0
"1243",1995,"AR",12865,"Arkansas",50,2021,0,-26,2480.121,5.18724691254983,9.46226572471585,1,1243,0
"1244",1996,"AL",78557,"Alabama",33.34,2021,0,-25,4290.403,18.3099349874592,11.2715797549265,1,1244,0
"1245",1996,"AR",13396,"Arkansas",50,2021,0,-25,2504.858,5.3480077513376,9.5027114339141,1,1245,0
"1246",1997,"AL",80238,"Alabama",33.34,2021,0,-24,4320.281,18.5724030450797,11.2927524971009,1,1246,0
"1247",1997,"AR",13450,"Arkansas",50,2021,0,-24,2524.007,5.32882832733824,9.50673438502998,1,1247,0
"1248",1998,"AL",68999,"Alabama",33.34,2021,0,-23,4351.037,15.8580586650952,11.1418472907208,1,1248,0
"1249",1998,"AR",12692,"Arkansas",50,2021,0,-23,2538.202,5.00039003987862,9.44872715270309,1,1249,0
"1250",1999,"AL",50381,"Alabama",33.34,2021,0,-22,4369.862,11.5291970318513,10.8273693988561,1,1250,0
"1251",1999,"AR",10236,"Arkansas",50,2021,0,-22,2551.373,4.01195748328449,9.23366619727968,1,1251,0
"1252",2000,"AL",80738,"Alabama",33.34,2021,0,-21,4452.173,18.1345154377424,11.2989646232307,1,1252,0
"1253",2000,"AR",14558,"Arkansas",50,2021,0,-21,2678.588,5.43495304242384,9.5858959496782,1,1253,0
"1254",2001,"AL",118310,"Alabama",33.34,2021,0,-20,4467.634,26.4815783925004,11.6810635772477,1,1254,0
"1255",2001,"AR",15904,"Arkansas",50,2021,0,-20,2691.571,5.90881682110559,9.67432592889636,1,1255,0
"1256",2002,"AL",65667,"Alabama",33.34,2021,0,-19,4480.089,14.6575213126346,11.0923517951813,1,1256,0
"1257",2002,"AR",13217,"Arkansas",50,2021,0,-19,2705.927,4.88446288462327,9.48925915875781,1,1257,0
"1258",2003,"AL",104386,"Alabama",33.34,2021,0,-18,4503.491,23.1789072077639,11.5558508458217,1,1258,0
"1259",2003,"AR",15213,"Arkansas",50,2021,0,-18,2724.816,5.583129282858,9.62990560446313,1,1259,0
"1260",2004,"AL",113646,"Alabama",33.34,2021,0,-17,4530.729,25.0833806215291,11.6408436328848,1,1260,0
"1261",2004,"AR",15840,"Arkansas",50,2021,0,-17,2749.686,5.76065776237723,9.67029366536842,1,1261,0
"1262",2005,"AL",144813,"Alabama",33.34,2021,0,-16,4569.805,31.6890983313292,11.8831985339094,1,1262,0
"1263",2005,"AR",18565,"Arkansas",50,2021,0,-16,2781.097,6.67542340306721,9.82903336661118,1,1263,0
"1264",2006,"AL",182778,"Alabama",33.34,2021,0,-15,4628.981,39.4855800877126,12.1160275806501,1,1264,0
"1265",2006,"AR",22225,"Arkansas",50,2021,0,-15,2821.761,7.87628718378346,10.0089730603821,1,1265,0
"1266",2007,"AL",144306,"Alabama",33.34,2021,0,-14,4672.84,30.8818619939908,11.8796913239391,1,1266,0
"1267",2007,"AR",21579,"Arkansas",50,2021,0,-14,2848.65,7.57516718445579,9.97947589853547,1,1267,0
"1268",2008,"AL",197581,"Alabama",33.34,2021,0,-13,4718.206,41.8762978979722,12.1939039058267,1,1268,0
"1269",2008,"AR",27820,"Arkansas",50,2021,0,-13,2874.554,9.67802309506101,10.2335104654774,1,1269,0
"1270",2009,"AL",115374,"Alabama",33.34,2021,0,-12,4757.938,24.2487396851325,11.6559343043786,1,1270,0
"1271",2009,"AR",33547,"Arkansas",50,2021,0,-12,2896.843,11.580537847581,10.4207027196238,1,1271,0
"1272",2010,"AL",90538,"Alabama",33.34,2021,0,-11,4785.514,18.9191798414966,11.4135249310619,1,1272,0
"1273",2010,"AR",65147,"Arkansas",50,2021,0,-11,2921.998,22.2953609140047,11.0844015339103,1,1273,0
"1274",2011,"AL",115975,"Alabama",50,2021,0,-10,4799.642,24.1632605098464,11.6611299296199,1,1274,0
"1275",2011,"AR",79656,"Arkansas",50,2021,0,-10,2941.038,27.0843151295563,11.2854726420679,1,1275,0
"1276",2012,"AL",116467,"Alabama",50,2021,0,-9,4816.632,24.1801740303183,11.6653632500591,1,1276,0
"1277",2012,"AR",82770,"Arkansas",50,2021,0,-9,2952.876,28.0302999516404,11.3238209558794,1,1277,0
"1278",2013,"AL",119424,"Alabama",50,2021,0,-8,4831.586,24.7173495411238,11.690435464767,1,1278,0
"1279",2013,"AR",80862,"Arkansas",50,2021,0,-8,2960.459,27.3140077265046,11.3004992769972,1,1279,0
"1280",2014,"AL",115437,"Alabama",50,2021,0,-7,4843.737,23.8322188013098,11.6564802055841,1,1280,0
"1281",2014,"AR",108511,"Arkansas",50,2021,0,-7,2968.759,36.550962877081,11.5946068293123,1,1281,0
"1282",2015,"AL",79235,"Alabama",50,2021,0,-6,4854.803,16.3209506132381,11.2801733993769,1,1282,0
"1283",2015,"AR",104383,"Arkansas",50,2021,0,-6,2979.732,35.0310027881702,11.5558221059225,1,1283,0
"1284",2016,"AL",58474,"Alabama",50,2021,0,-5,4866.824,12.0148170552294,10.9763374899808,1,1284,0
"1285",2016,"AR",48340,"Arkansas",50,2021,0,-5,2991.815,16.157416150397,10.7860146542575,1,1285,0
"1286",2017,"AL",54515,"Alabama",50,2021,0,-4,4877.989,11.17571195835,10.9062311721405,1,1286,0
"1287",2017,"AR",55815,"Arkansas",50,2021,0,-4,3003.855,18.5811232566152,10.9297979294488,1,1287,0
"1288",2018,"AL",56162,"Alabama",50,2021,0,-3,4891.628,11.4812491873871,10.9359956506012,1,1288,0
"1289",2018,"AR",54655,"Arkansas",50,2021,0,-3,3012.161,18.1447804416829,10.9087959807279,1,1289,0
"1290",2019,"AL",51752,"Alabama",50,2021,0,-2,4907.965,10.5444924729496,10.8542183577238,1,1290,0
"1291",2019,"AR",56035,"Arkansas",50,2021,0,-2,3020.985,18.5485859744421,10.9337317744861,1,1291,0
"1292",2020,"AL",33403,"Alabama",50,2021,0,-1,5031.864,6.6382954706248,10.4164009952905,1,1292,0
"1293",2020,"AR",28962,"Arkansas",50,2021,0,-1,3014.348,9.60804790953135,10.2737399048885,1,1293,0
"1294",2021,"AL",38852,"Alabama",100,2021,1,0,5050.38,7.69288647586914,10.5675148345222,1,1294,0
"1295",2021,"AR",33004,"Arkansas",100,2021,1,0,3028.443,10.8980093070928,10.4043840452242,1,1295,0
"1296",2022,"AL",60853,"Alabama",100,2021,1,1,5073.903,11.9933313664057,11.0162163987616,1,1296,0
"1297",2022,"AR",84054,"Arkansas",100,2021,1,1,3046.404,27.5912190241347,11.3392147284242,1,1297,0
"1298",1976,"ID",394,"Idaho",33.34,2022,0,-46,856.983,0.459752410491223,5.97635090929793,1,1298,0
"1299",1976,"NH",103,"New Hampshire",33.34,2022,0,-46,845.248,0.121857726962974,4.63472898822964,1,1299,0
"1300",1977,"ID",203,"Idaho",33.34,2022,0,-45,883.469,0.22977603062473,5.31320597904179,1,1300,0
"1301",1977,"NH",144,"New Hampshire",33.34,2022,0,-45,869.763,0.16556234284512,4.969813299576,1,1301,0
"1302",1978,"ID",273,"Idaho",33.34,2022,0,-44,910.69,0.299772699821015,5.60947179518496,1,1302,0
"1303",1978,"NH",174,"New Hampshire",33.34,2022,0,-44,891.52,0.195172290021536,5.15905529921453,1,1303,0
"1304",1979,"ID",552,"Idaho",33.34,2022,0,-43,932.627,0.591876495104688,6.3135480462771,1,1304,0
"1305",1979,"NH",207,"New Hampshire",33.34,2022,0,-43,909.074,0.227704235298777,5.33271879326537,1,1305,0
"1306",1980,"ID",1905,"Idaho",33.34,2022,0,-42,947.983,2.00952970675634,7.5522372875608,1,1306,0
"1307",1980,"NH",311,"New Hampshire",33.34,2022,0,-42,924.25,0.336489045171761,5.73979291217923,1,1307,0
"1308",1981,"ID",2221,"Idaho",33.34,2022,0,-41,962.204,2.30824232699095,7.70571282389443,1,1308,0
"1309",1981,"NH",52,"New Hampshire",33.34,2022,0,-41,936.621,0.0555187210194945,3.95124371858143,1,1309,0
"1310",1982,"ID",2517,"Idaho",33.34,2022,0,-40,973.721,2.58492935861504,7.83082299513532,1,1310,0
"1311",1982,"NH",45,"New Hampshire",33.34,2022,0,-40,947.719,0.0474824288634078,3.80666248977032,1,1311,0
"1312",1983,"ID",806,"Idaho",33.34,2022,0,-39,981.869,0.820883437607257,6.69208374250663,1,1312,0
"1313",1983,"NH",83,"New Hampshire",33.34,2022,0,-39,958.134,0.0866267140086877,4.4188406077966,1,1313,0
"1314",1984,"ID",1247,"Idaho",33.34,2022,0,-38,990.839,1.25852938772091,7.12849594568004,1,1314,0
"1315",1984,"NH",56,"New Hampshire",33.34,2022,0,-38,976.864,0.0573263013070397,4.02535169073515,1,1315,0
